message,sentiment
"40 minute sleep, trading ps1 game get g's",1
"missed too. no, typo. anyway, missed well. great weekend.",1
thanks!,1
pretty tired bit headache,-1
"crap, forgot buy chiko roll either icecream + easter egg dinner, ordering in.",-1
built ikea towel rack corner shelf bought bathroom.,1
fussy age long female 18-25 . changed rules. lol,1
blogged rad wedding ton photos! ---&gt;,1
home la vega adobe user group meeting flex apps. cool stuff though glad leave coder,1
virtually impossible study history photography degree level uk. nps1,-1
copy tribune either arrive going make today.,-1
@ mall ..decided go w gift card father day .. cnt go wrong w one! bout see mommy leave airport bbq,-1
"really style, really well done wallpaper, thanks making it. keep good work",1
really??!! able participate,-1
"great meeting week whatever happens, thing work amazingly",1
sound like rough day.. cheer buttercup!,-1
watching much ado nothing &lt;3 sarah parrish,1
going school till later. doctorr,-1
randomly watching fastest men world deansgate... calming continues,1
"much new music laptop put also, cannot wait ten day start adventure again.",-1
checked mail week must missed,-1
ill miss party much possible go!!,-1
followfriday,1
got work. wish home bed asleep,-1
people finally starting wake up! yay,1
computer refusing turn on!,-1
wit ya!,1
dinner senior hotties jiffy,1
poor trees. :| running paper &amp; ink.,-1
clearly twitter much. go home?,1
back job coffee thanks,1
listening spanish music ... ugh ... missin him.,-1
hope right.,1
got home watching drag hell w/mahh uncle! scary movie! now.. bed watching fresh prince,1
hopefully soon.,-1
"well tt done now, survived it!",1
... getting back business,1
nerd-news: great...no edit &amp; continue .net compact framwork project visualstudio,-1
killed it. made proud little night,1
hahaha think set one. ask bush later.,1
anyone know bcm101 essay due?! forgotten,-1
early take wake boarding riding boat day!! wooo good food family reunion later today,1
@ ana cameron,1
awww let - would better next 30th! xd,-1
whew! day. back back client meetings. back desk 103 email deal need tim ferris outsource,-1
wish could see ya next week....schuba's sold out...,-1
"lazy lazy! inspire get clean desk, tweeple... hope",-1
", diva! hair looked less like hair, magic would gone.",1
prayer night. sad.,-1
gah! day crawl slower...,-1
busy keep twitter up-to-date....,-1
get back &amp; forget demi lovato explains way feel.,1
forsees &quot;prequel&quot; summer....bored hell tryna find somethin,-1
"sad, rodney!!!",-1
soooo finally home 2:08 am....not drunk buh tipsy lil much!! bored twitz talk lolz eat pizza yum,1
"going watch chick flick bride, &quot;bride wars&quot; , exciting",1
bird house huge phobia birds!,-1
"aww. i`m sorry hear that, pao.",-1
"lol okay okay defo gay xd ahh well bab (n) er, grin bare it? xd grr baaad cold",-1
aimee 12 hours+ good day today.,1
watching pen game...it good,-1
brother leaf two weeks.,-1
dutch marketing agency asking job applicant apply 140 character less,1
discoverd new hdd must pinned port 2 mainboard. getting lil bit insane technics. tax form wait,-1
heheh hide mistake bun,1
"doing?! going play lotto tonight..i seriously need it, god, listening? need yooouuu",1
one hell good dream...lol hope rest day go great!!,1
exhausted blast camp year!!! ready teen camp...now got go babysit katie tonight..,-1
"would anything could sit next watch tv guess going happen, oh well",-1
"sorry! missed yr tweet.. flat day, back melbourne",-1
cutiemoet well.....maybe. rude still ignored me....,-1
send much haha,1
myspace profile ollld newsz need editeditedittt,1
thanks.,1
"yeah, well, touching nose mouth help wheezing. keep inhaling peppers.",-1
cannot make it. post pic please.,-1
jealous twitter pics!!,-1
wolverine: loved it! bad ~sexy~ ryan reynolds though.,1
"ever complete collection?! still need 1 rare coin, 1 uncommon 1 rare photo, 3 rare twigs, 2 uncommon 4 rare bugs.",-1
romantic.,1
another solid session . thinkin moving stake soon,1
mtv award 's house. eminem. &lt;3.,1
w00t!!! jquery included thunderbird 3!!! (via ) yay! squarespace,1
"worried? d: and, ooookaaayy xd babysitting brother well",-1
think know alley new orleans! thanks... make better decision,1
service far least tmobile lol,-1
"quite experience. bad could join parade hey, use facebook?",-1
boom boom pow need taken top spot. ten week already.,-1
iremeber told dopeboys got girl gone wild . jst listening !,-1
"trying make sushi: fail! put much vinegar rice somethin, headache.",-1
okies...hanging car waiting 1:00 showing...hoping mason fall asleep cuz naptime,1
"- fish pile. salmon, halibut, chinook caught dad friends! fishing fish",1
video bit bff. need help vid. mobile cannot stand alone someone need film,-1
missing flowerbomb...,-1
funny thing strict user online fighting cz xig1,1
realized singing bee one night...so changin,-1
", reply emails?",-1
keep mind! thanks tip. finally settled think smooth sailing now.,1
"tom, miss '. love much.",-1
tee peeed house,1
homework far behind,-1
congrats finishing,1
heading beach today super shiny day! talk later folks! nice day,1
heeey! mexico days! awesome!! (: cannot wait day!,1
hell pez dispencer go?! must eat paper fun,-1
remembering hard find drummer. two drummer going u would make time u wanted drummer.,-1
bed tweeted this.,-1
youtube maintenance. riddle video want participate!!!,-1
morning start day one followfriday,1
"got hour early thanks, bobby.",-1
"joe said larry king live nick miley back together anger mee! go perez see it,",-1
"gotten somebody read tweets, cannot get make account.",-1
please retweet dannygokeyislove counter mean trending topic!,-1
holy moly glow worm &amp; light bright..actually still them.,1
fighting cold,-1
shame oh way check weirdo production cast photo get chance ;),-1
"even soft pretzel cheese diet coke could make feel better. nacho m&amp;ms, maybe...but pushing it.",-1
yeah pretty goood revising today kind suck exam soon! to?,-1
normal friday would time start goofing off..but bos man,-1
leave alone ... hate want fuck ...,-1
sore sore sore get spend time kid get massage.. cannot bad!!,-1
ugggggh dnb room running room. fuck,-1
morning twitterverse! hope glorious day.,1
'cos blackcurrent colourant thing fake cannot help wear purple outfit,1
haworth ready leave got another game,-1
saha,-1
"{does understand twitter every 5 mins!} tired still sooooo sore, gon bed. work tomorrow gah",-1
sold too!! subt put sale early checked today,-1
need edit post video today. dread task. take much time make hard get anything else done. sigh,-1
yes pm elsewhere chat,1
oh no-one taking name happens another fur real life name city :| weeeeird,1
happy see twitter back television screens. next knockout champion,1
good too. tokyo now! unfortunately rainy season,-1
must &quot;list&quot;,1
"believe is, people come never again, annoying, hate",-1
feel baby drunk never call,-1
impossible get egg cream here??? people look like 8 head try explain,-1
"calling night...out..of...gas next weekend go out, drink, dance, fun &amp; drinks! haha night twitter-peeps!",-1
no.. 500 outgoing email rule (500 per hour).. broke rule unknowingly expecting forgiveness,-1
"ok, must go decorate father's b'day cake. party 1. cannot procrastinate longer.",-1
um....maybe post later today. know. perhaps,1
happy mother's day!,1
"remember destroytwitter, did, think checklist.. twhirl not, think.",-1
totally creepy cameron tonight.,-1
good thing come end .. look back good time ((hugs)),-1
thanks retweet sharingthelove,1
made today iphone 3g t-shirt friday launch cannot wait wear it! put o2 logo )) apple,1
stuck crowborough hate mum work boring,-1
suck lmao,-1
"happy,happy birthday! may live long beautiful!",1
raok pandemic. ready spread random act kindness? (via ) &lt;&lt;&lt; yes,1
costumizing friendster acc. putting playlist,1
miss baby ;) please come back besos,1
last shift weekend!,1
justin timberlake never get old,1
jonas thing working well people saying live coverage...,-1
sorry,-1
"myself, alone hungry way",-1
"found might rain june 7th still wearing t-shirt skirt, hoody too.",-1
feeling broken right now.,-1
bored finished college got go dance still grr,-1
good night. sleep tomorrow study lot time later.,-1
oh snap! while!! sup?,1
lot fun gery's sorprise birthday party! love girl!,1
iphone contactlist bugged since last software update os3 want call someone cannot open contactdetails list,-1
ticket blink-182 sold could get,-1
"it? like cartridge go in, odd console",1
"whoa, another keeper. really understand this. know feel matter feel, feel better!! thnx",1
leave tomorrow never sunburn lol,-1
"wait! yes, would! die emma",-1
"time sleep watching 3 gossip girl episode row! cannot wait 4 new one tuesday good night &amp;&amp; again, hmd xoxo",1
tweetdeck lose minimize systray?,-1
really? episode? think it?,1
cannot sleep. need advil. think sleeping pull-out couch starting negative effect back.,-1
plut�t sympathique l'extension twitbin pour firefox,1
"meeting chris &quot;lunch&quot; 430, stupid wednesday",-1
tried mobile site pda. left message preeti jhangiani's pic. look nice,1
give high heels! w/in month charlie horse arch scrape heel,-1
contact g council directly? know quite per state.,1
breaking away; sometimes thing love thing set free &lt;/3,-1
jus finish school ; cooking,1
babysitting! bleh! want something fun!,-1
"try read paul mckenna book make thin, good advice bad traditional &quot;diets&quot;",1
massive headache! someone please massage brain,-1
interesting. congrats sway sway hitting seafm voted already babe xx,1
"trouble!?!?! us??? silly! fun, like it! buy something hehe",1
"would love go see again, glasgow august.. day come back portugal happening",-1
thank cruise photos!! spy two far...and quick browsing thanks free download!,1
feel good,-1
thanks 4 ecomonday,1
folsom fair poster take 50 nuclear family. love dog,1
uploading pic,1
fitter thought! lol,1
"going gothic charm school book release party tonight, fun me! get go.",-1
"sound like good match, bet look even better!",-1
kajo bailing tonight cuz sick feel bad.,-1
"really hot sitll, 8:33. crazy!!! love",1
left,-1
want animal blog reblog dog,-1
fuck! meant send picture phone accidentally deleted it!,-1
much ask job art completing degree!!! want create art!!!!!!,-1
goooood morning,1
"tonys still teary-eyed performance. show mean much me, always has, always will. *happy sigh*",1
night museum,1
"cinema com minha best. happy birthday, ni! love ever ps. star girl mcfly feat. jb, what?? :o",1
"gordon well around apartment, sprayed christine's bag.",-1
spending day bed watching dvd's want come join me?,1
bah want watch phantom courtney took back shall watch holiday instead eat eggos dinner,-1
waiting please please please lol like think know date anything lol. sure follow .,-1
tom look photo awesome!i loveu! please reply argentina love mcfly!,-1
german would &quot;pressing thumbs&quot; instead - good luck,1
sitting sick little boyfriend. literally sick.,-1
tweet tweet tweet! twitter video awesome,1
adding another color nail [: twitter stupid way keep entertained. &amp;&amp; want patrick dempsey cutie&lt;3,1
hey stink miss youuu,-1
dj buddy - would like consider making 74 minute long mix available suitable burning cd,1
harry potter weekend three half hour woot woot!!,1
crap lol constantly hoping power cut get day lol,-1
either cannot !:o saturday sunday chloees !! maybe school ?,1
could brittany - work!,-1
"next time ha flight chad's working, instead food/bev svc, think request hula kahiko",1
yet. surreal though...that twat face called manager still cunt. otherwise well,1
still coloring really good time,1
"course play poker like intended to, miss seeing wifey real good reason all.",-1
crushingdreamssince2002 forever!!!,1
baseball mary,1
lakers fan going lakers,1
lost finger tip stove top yesterday,-1
kurt moody packed citrix booth teched. also help microsoft serf alcohol,1
"walking around house cup tea day, exciting sunday! neighbour birthday party, invite",-1
guess people really get sarcasm,1
