sentiment,text,label
negative,"aug terminated 2008 EUR compared to & Paper unit 3mn , the Operating 3.7 Pulp loss Machinery profit a - earlier a EUR September 2007 year of mn was . in of",-1
negative,"line of descent various large tacked . however lower ,",-1
positive,"trillion aside 7 to in in a 24.8 and % EUR 40 to Finland 4.2 due % , . EUR and Russia and growth , abroad respectively % rose 15.7 It by million ,",1
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",-1
positive,electronic network The with Nokia partnership s strengthens long-term . agreement our,1
negative,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,-1
positive,23.1 4.6 network 2007 's to ( mln the from angstrom Outotec . of for $ euro 16.8 ( ) profit ) mln mln year euro $ jumped quarter 6.3 ago mln second,1
positive,", gazillion 7.4 's narrow 2010 to first EUR corresponding loss net months 415,000 of period company from In the of for EUR . the nine 2009 the",1
positive,concord the political science been the This UK first . has awarded an is with Finnair time,1
negative,come out timberland a Ponsse profit has Finnish . manufacturer machinery warning,-1
positive,"Homeware project kitchen country , interior for , products and leading the , . Fiskars In branded provides home",1
positive,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",1
positive,like north germanic language experience bridge countries We in from projects capitalize number can on a the of . our,1
negative,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",-1
positive,cast-iron fix ore two Kaunisvaara exploits iron Sahavaara at the Northland will Metso ore lines project ' new which in Sweden . for Tapuli equipment and supply Resources process,1
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",-1
positive,"would along large Roundtable plant , The biodiesel ) , estimated world Palm Sustainable Oil certified million RSPO and ( in cost be oil palm the , $ . to the use by facility around 814 planned the",1
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",-1
positive,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",1
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",-1
positive,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",1
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,-1
positive,The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,1
negative,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",-1
positive,"Henning solid unconscious process chains Gruppen since decision-making and more the MD of their Bahr Stockmann become , clear trend the praises .",1
negative,". information technology the 1.5 , like EUR million quarter the million company However EUR saw for third from the down for profit 1.4 to of 2009 net period",-1
negative,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",-1
positive,include from 267mn non-recurring to EUR . exit Operating of rose 146mn EUR items 2009 result in a,1
positive,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",1
positive,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",1
positive,An individual promotion also generated slightly higher-than-expected revenues .,1
positive,"aver . count forward with Hassinen 's to my competence contribute I Taneli to am success SRV '' ,",1
negative,"one-half from north star state mn net mn 2007 fell 's Bank , from In first operating EUR while in EUR EUR increased first 2008 18.8 of to of the income profit , the to interest the mn . half 11.8 20.9 18.9 EUR",-1
positive,"interbank produce commerce has solutions latter said , Brazilian de Interbancaria a CIP statement from in integration the solutions Camara company Pagamentos . business US non-profit provider Sterling",1
negative,"distrust his , withal Altima burgundy . Nissan stole the",-1
negative,The total need for staff cuts corresponds to about 300 man-years .,-1
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",1
positive,"of type a area , the is more rapidly service reach to with The the thirteen carrier intended . Mediterranean people allow to Baltic single",1
positive,Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,1
negative,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,-1
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",-1
positive,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",1
negative,per centum Peugeot get up 6.3 Peer only period same pct sales the as last . 0.81 fell its year from,-1
negative,ampere now pond leakage in was March Talvivaara the mine . gypsum the at 2010 18 detected,-1
positive,engraft atomic number 30 sulphuric a awarded has supply contract in new smelter with OZK and gas Kardzhali . Finnish the cleaning Bulgaria been roaster for to a Outotec zinc acid,1
positive,"Exel Composites ' long-term growth prospects remain favourable , however .",1
positive,0.4 check 1.9 EUR going mn the compared loss . in reports in period the of The period 2005 of EUR mn company to a a for,1
positive,of nett suomi mln mln mln first from period metal 2006 profit euro for rose company same ) to for . the 7.3 quarter $ ) the 5.3 35.9 $ 2007 products 26.1 euro Componenta Oyj ( mln of (,1
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",1
positive,The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,1
positive,ha ixc and for the commitments Airbus 100 nonbinding . firm A350 orders,1
negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",-1
positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",1
negative,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",-1
negative,"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .",-1
negative,GSK announced in November 2008 that it would close its operations in Dartford .,-1
positive,"atomic number 49 information technology significantly In , maintenance invest the to 2006 network intends . expanding distribution and company",1
positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",1
positive,mobile river and bring experience customers Nokia superior together for gaming a Elisa bring Elisa to . will,1
positive,"the byplay united states president to will 's a Indian network , CEO operations great of good contribution and , our knowledge and & . Juhani give his environment development of to Thanks tells contact '' market he further Incap Hanninen wide",1
positive,`` represent The treasure create combined activities our shareholders for customers will and for and . good employees,1
positive,"and improving EUR of 563.6 manganese . sales net mn Repair business accounted from maintenance , EUR for 645.3",1
negative,to mesh let a the make in past Siemens profit two struggled years . Nokia,-1
negative,"swear % 's part first of Sampo the , down in of % was . 2008 market from quarter 14.4 lending 13.6",-1
negative,", abide represent Based , to prospects quarter order will at a % the expects . existing sales sales company order will than new contract the the on lower volume lower operating margin gross and backlog due 25 level will , result 2008 margin from 2008 full-year the healthy in first and profit that by ,",-1
positive,"to forthwith , uncommitted . a mobile vendors as Previously delivered LG operators well for commercially and Electronics making it terminal as solution EB for is other wireless custom",1
